rating,title,text,verified_purchase,quality_complaint
5,amazing stuff,mom screen cleaner is bar none the best screen cleaner i ve ever used br no matter how many finger smudges on the screen it always comes out crystal clear br leaves absolutely no streaks br mom is only screen cleaner i ll use br totally satisfied br if you desire a screen cleaner that actually cleans the screen try mom br you won t be disappointed,TRUE,0
5,perfect for the price,great holder fits per on my duty belt and just as described,TRUE,0
1,another doa,another drobo doa i've been running gen 2 for over 5 years with absolutely no problems totally great wanted to put a drobo on another machine so bought the gen 3 doa right out of the box called drobo to confirm they said to see if it would boot with no drives no go they said to return it br br i don't know what to do now the last thing i want is a big unreliable disk so i can lose my backups all at once i've lost my faith after reading about the other doa's and now mine,TRUE,0
5,great product,performed just like description,TRUE,0
5,easy install,arrived as described excellent product,TRUE,0
3,value rx is very good,do not buy this as a stand alone scanner unless you want to scan about ten channels it is painfully slow to scan do buy the official programming cable or you are going to hate this front end built way better than the uv 5r receives rx things my mobile and my uv 5r do not it is an excellent value and i should buy another one,TRUE,0
4,good,n a,TRUE,0
5,beautiful backdrop,absolutely beautiful kate has yet to disappoint me,TRUE,0
5,brought my bose sounddock back to life,this little item made my old 30 pin bose sounddock usable again works and sounds great i use my sounddock all the time now streaming music from my phone or laptop,TRUE,0
5,working just fine,the person i bought it for uses it all the time and has no complaints it's a little shorter than i anticipated though,TRUE,0
3,light is great beep is awful,i bought this for my husband who gets up way before dawn for work hoping it would help make mornings a bit easier it didn't wake him up at all but to be fair he used to work a night shift and is used to sleeping during the day in a fairly bright room br br since it doesn't work for him i've been using it and every time i do i feel like i've woken up naturally and it's really pleasant that said i wish it was silent it brightens gradually until it gets to the time i've set the alarm and then it starts beeping the box says 34 gentle beep 34 but no it's a fairly annoying alarm sound and to me it ruins the effect of waking 34 naturally 34 only to have to turn the alarm off in a hurry because it's so irritating i've only managed to find the snooze button once but fortunately the alarm is fairly easy to turn off we've debated taking it apart to see if we can disable the sound but for now i set the light for a few minutes later than i want to get up and then set my cell phone alarm to the actual time i e cell phone set to 7 00 light clock set to 7 03 that way if the light hasn't woken me up enough i get to listen to music for a couple minutes before the beeper starts,TRUE,1
5,they work great,everything,TRUE,0
5,five stars,super thanks,TRUE,0
1,not usable,the cd that came with the item will not load onto my computer making this dazzle non functional,TRUE,0
2,great for the price not perfect,great fit in ear good sound the mic works better than the ear phones that came with my ipod and these dont fall out of my ear i love the controls that work for calls and music i've had mine for 4 months and brought a pair for my husband he doesn't like having to put them in ear so i'm keeping them in case mine breaks oddly enough after months of use not sure if this began with an itunes update the volume started adjusting by it's self only at night while i'm in bed i listen to audiobooks until i get sleeply its so frustrating i goggled this for a solution and found out that some ear buds dont work well with iphones this is one of them if not for this these ear phones would be perfect so now when i listin at night i take that side with the mic out and put it under my pillow to cover the mic this is a pain becasue i toss and turn but it stops the auto adjusting of the volume now i have two pairs of these wierd ear buds if yiu have a iphone 4s buy a different brand,TRUE,0
5,great sound,great sound love the case lots of variety on earbuds to fit every size ear,TRUE,0
2,poor quality,this clock is very poor quality when i took it out of the box there was something inside the clock rattling also the clock did not work on battery power best part was amazon's customer service no issues with them,TRUE,1
5,it fit perfect,love it,TRUE,0
3,not perfect,hard to get them to release for reuse,TRUE,0
1,one star,i recieved this item broken,TRUE,1
1,songs worked fine but headphones fell off,can't say anything since i haven't been able to get it to pair with my tv ad said it was easy set up for seniors after several hours of attempts to set it up like 2 previous sony i had senior impatience kicked in,TRUE,0
5,get it,get it,TRUE,0
3,can not download apps and videos,can not download applications and videos outside of the amazon app this limits its functionality in addition the battery needs to be charged almost every time we need to use it the kids are not using it on a day to day base,TRUE,0
4,protective,ipad,TRUE,0
2,too slow and unstable even at this price point,the form factor is exactly what i was after as a very portrait oriented 7 34 tablet not a fan of the 4 3 ratio however was painfully disappointed in this tablet at this price point you cannot expect much but the stability problem was unmanageable 34 system process 34 would crash settings would crash it crashes during reboot and the whole time it's very very slow decided to return it after a single day although the ratio isn't quite as good and the physical build quality is definitely inferior to this take a look at the asus 7 34 tablet instead performance has been 34 good 34 again you're not getting a rocket ship for under 100 and it hasn't crashed once once i put a case on it the cheap plastic back won't matter anyway but steer clear of this lenovo,FALSE,0
5,it works,it does everything i want in a low priced microphone i like that it has an activate deactivate button with indicator light,TRUE,0
1,charge,i found this doesn t hold a charge a waste of money,TRUE,0
3,works,worked,TRUE,0
1,expired product,product arrived on july 5 2019 and was already expired 06 2019 very disappointing,TRUE,0
2,difficult,it is impossible to fold this item up and store it spent an hr trying watched videos got family to help and this big round circle is just there that wire that is inside is impossible it worked for my zoom call and my chair but bc it is so big i can't leave it out and now if i can't store it away it and in an apartment it becomes trash never again,TRUE,0
1,don't waste your money,i have several tcl products that i am very impressed with this is not one of them i also own the wireless bookshelf speakers and they have more bass than this bar with the wireless sub woofer,TRUE,0
5,my boyfriend likes it,i got this for my boyfriend he loves it for the price it s a no brainer he said the charge lasts a long time too he barely has to plug it in he s still playing with all the features very happy,FALSE,0
3,would not reccommend,i could never get my left one to stay in so i only wore the right one they were way to big and uncomfortable and now i have a ear infection from not cleaning it properly in my right ear i could never get the volume to be right not going to be using them anymore,TRUE,0
2,wifi signal,i have a 1500 sq ft house and i only get about 2 bars of wifi signal in my living room would have thought for a 100 router that it would actually be pretty good i would not buy this again,TRUE,0
1,good but mine broke down and wouldn't connect,for the first month they were working really well and they connected right away i started having trouble with the right ear bud and it would get extremely hot eventually it just stopped working i tried to trouble shoot but the airpods wouldn't connect at all after that i'm having to go through their outsourcer to send my airpods in to repair very difficult situation and i'm not too happy honestly should've just stuck to the 20 wireless bluetooth headphones you can get on amazon they work so much better,TRUE,1
5,five stars,excellent,TRUE,0
4,nice backdrop stand for occasional use,i've used this stand several times and it's worked well each time is it professional quality not by a long shot will it work well for the occasional shoot definitely it does droop slight in the center depending on how much your backdrop weighs but not enough to be a major problem i would suggest a set of sandbags or other weights as it can get a bit top heavy when fully extended the bag is not the best and has been cut in a few places where it comes in contact with the cross beam sections but it's still in one piece and i just make sure to check it before carrying it to make sure nothing will fall out,TRUE,0
2,broke in 8 weeks of very light use,the headphone jack broke after just 8 weeks of very light use,TRUE,1
1,recorder worked for a while now broken,the play function works sometimes but the recorder function has failed completely disappointing as the product was pretty good while it worked,TRUE,1
3,product,this product need to be at a least price cause if you cant load music to this product and only can hear one song that a totally rip off for this product and it say 8g but people dont care about 8g they care about the love of right music right every one,FALSE,0
4,ok,we are using it for online class and sometimes the lock screw does not works,TRUE,0
2,don't go to the gym just open and close this a few times,this works like one of those popup tents that you throw on the ground and voila it's good to go unfortunately if you're not careful it will also take your chin off in the process and folding it up takes the strength of a thousand uh people as far as the bowen mount it's not so much a mount as 4 hard flaps holding onto the the flash bracket for what it's worth and what it's worth ain't much once it's on there is a lot of play unless you try to fold the loose material over the bracket which maybe that is a solution but after a few attempts i gave up and stuck it in the closet never to see the light of day again on top of which this thing is bulky and pretty heavy for a box of this size at least i got it on a lightning deal and can use the bracket,TRUE,1
3,watch out,one of the batteries casings split apart after a couple months could not get ahold of anyone for the warranty listed on the battery the price has also gone up 7 since i purchased,TRUE,0
5,good hd cameras,i wanted a dash camera to record while driving i started looking on amazon and found this it really is very nice camera i hooked it up and the video quality is amazing it also comes with camera that can be installed on rear window to see the view behind the car the build quality is nice as well all in all its a nice camera for the price,TRUE,0
2,great for ring not for buyers,it is obvious this product was designed for the primary purpose of capturing ongoing revenue see fine print for ring and not providing basic functions for the user the required monthly fee to unlock most of its features limits its use it is only useful to monitor the door camera for a short time when you are expecting someone since the live camera only saves video and doesn't stream so deactivates itself after a few minutes and viewing history even a minute later requires the monthly fee i set the zone to the lowest setting and the motion still triggers from the street 25 feet away the feed isn't able to be viewed saved to your own phone or computer without downloading from the paid cloud service first i rated 2 stars only since this low price model does give you some usefulness and i might have purchased anyway even if the paid subscription requirement wasn't so will hidden in the legal fine print but for the models costing a lot more some brands include the cloud storage for at least a day to a month for review and may be more user friendly,TRUE,0
5,authentic,authentic and great quality came in original packaging and unopened happy with this purchase,TRUE,0
5,i love it,not much to say which has not already been written i simply love this monitor it has exceeded all my expectations and i have been gaming for well over 20 years and i've watched monitors evolve over the decades i did quite a bit of research as i do with all my computer components before deciding on his monitor but i'm glad i did what you made this choice an easy one i did use the guide on tom's hardware to calibrate the screen and i believe the colors are fantastic i too was concerned a bit about the corner light bleed however you really only see this if you use a test screen and your monitor is completely black you're not gaming in this mode so i don't understand what the big deal is it is simply not an issue i would highly recommend this monitor and do not regret buying it if you're on the fence feel confident that this is a winner it's now almost august and i have had this monitor since january no concerns or issues very satisfied customer,TRUE,0
4,los compre para mi esposo y dice que le encantaron le dura mucho la carga y suenan muy bien gracias,mi esposo los usa para el trabajo todos los d as me parecen muy bien para el precio,TRUE,0
5,great deal great sound,great addition to my television experience very small but very big sound,TRUE,0
5,we like it,works great,TRUE,0
1,bought 3 all three broke on first use or on arrival,horrid bought two and one broke in a few days the other arrived broken and when replacements came they were broken out of the box,TRUE,1
3,touch controls ruin a great product,first these things actually sound really good they pair to the phone with ease connection is great and the sound is very good especially for the price the charging case is great and i love the way that when i put the ear buds away in the case they automatically disconnect from my phone when i take them out and put them in my ears they auto pair and ready to go it's a very good design they are comfortable as well and if you're not sweating too much they stay put in your ears br br now the sad problem the touch controls if you're using ear buds for working out running etc avoid any ear buds with touch controls they're absolutely awful when you work out and you sweat the ear buds will start to slip this isn't a knock it happens to all of them the issue is when you reach up to push them back into your ears the touch controls cause the music to pause the volume decreases you power them down it's very hard to just re seat the buds without activating the awful touch controls if i could disable these it would be a solid product but as it is i can't recommend these for anything other then general 'walking around' use these are not a good product for active people that plan to wear these while working out,TRUE,0
1,problematic,had to send 2 back they did not work but i have 3 others the same unit but different name that all work fine,TRUE,1
1,had a good features,i bought this cooling pad because of the audio which work for a hour and then do not work for a while i had to wait for a almost overnight to get to work again and the next day the same problem happen again as well the fan does not have much speed you can not fell the air coming of the fans had to check if they where moving overall not a good pad i was disappointed i'm returning it back hope there other good cooling pads i will give 5 starts for amazon support for help me with this product,TRUE,0
5,added protection to driveway,easy to install and set up has a solar power charger you can get separately excellent video and light,FALSE,0
2,not reliable,i purchased several of these but only every other one worked flimsy but for the prize it wasn't worth it worrying about,TRUE,1
2,radio,radio just crapped out last week too late to return for mew one 30 bucks down the drain,TRUE,0
1,unreliable,stopped working reliably after less than 6 months thank goodness i figured out it was the charger and not my computer,TRUE,1
2,i really loved my garmin,i really loved my garmin enjoyed not having to take it off to charge the most but 1 year after buying its dead changed the batteries and still nothing get what you pay for,TRUE,1
3,decent,the quality of the product is fine as it has cracked in places where it holds on to the laptop i've had it for over a year i believe and it still stays on my macbook but easily comes off the keyboard protecter is terrible as the adhesive is basically useless,TRUE,1
3,too wide for me,i would love this keyboard but for one thing they added a black frame around the keyboard which includes touch sensitive 'media' keys on the top useless for me and also enlarge the keyboard sideways i have very limited space on my desk and i was looking for a narrow keyboard this is not it they keys themselves and the general layout is perfect but i put it next to a standard dell wired keyboard and because of the frame it is just as wide br br most narrow keyboards lose several special keys from the standard layout or modify the standard layout which makes them either useless or hard to use for me this has a good layout and most special keys are available w o using an extra fn button yet it did not work out for me as it is too wide br br for a htpc keyboard to be used mostly on your lap it might be good i did not try that br br for a normal desk i see no advance using a narrow style keyboard like this just go with a normal keyboard br br for a narrow space like mine this is not narrower than a standard keyboard so not a winner,TRUE,1
1,authentic,i ve purchased many folio products over the years and there s no way this is an authentic folio product the price was probably the warning i wish i hadn t purchased but it realized it after the return date expired opened too late,TRUE,0
1,es un art culo de muy mala calidad,cada vez estoy m s decepcionado de amazon este art culo no lo recomiendo ya que no sirve ni siquiera pude pasar mi archivo nada nada,TRUE,0
2,supposed to be internationally unlocked but has tmobile firmware and reverts on fw update,worked great out of the box with a straighttalk att sim got a security firmware update from tmobile a few days ago and it dropped all the st att network settings had to copy them back in from my phone a oneplus 6 this one is the wife's i'm really worried about security for her since it just flat dropped her cell access due to a firmware update on an unlocked phone and she had to go into a mcdonald's and use wifi to call me,FALSE,0
4,overall it's a good product for some reason,overall it's a good product for some reason it doesn't have support for japanese characters in its display which is annoying and when i skip tracks it displays the number of the track within the playlist useless information in lieu of the title of the song something i'd actually like to know instantly as soon as i skip to it but other than that it performs solidly,TRUE,1
3,garmin etrex20,very complex gps if i ever figure it out i'll be happy 90 of the options are of no use to me and the instructions are over my head in fairness to garmin it's quality product joe hummel,TRUE,0
2,size,i think this would be ok for a woman with a small wrist,TRUE,0
3,depends what you want it for,this tripod can mainly be used for getting still shots if you want to take video you can't pan smoothly the pans are jumpy it's great for photography the height is great and it is extremely lightweight,TRUE,0
1,it's not what you specting,worse sound ever ear tips are real bad,TRUE,0
3,i just wish the ear buds would stay in my ears,first off this is great for on the go communication as well as listening to music on the go however if i move my head at all the ear buds will fall out of my ears i have tried all 3 size ear buds with no success i have added the largest neck guard that the have and it seems to fix the issue for the very most part but i still notice that the ear buds work themselves out i am hoping the next iteration is better designed,TRUE,0
2,use with a few apple products,i ve been using this for a little over two months and so far so good ive used it with a few macbook pros 2015 and 2019 models and an m1 mac mini i didn't have screen flickering issues like others i made sure to buy 1 4 dp cables and my 4k lg monitor detected 1 4 dp 3840x2160 60hz i used uni brand cables to connect from the macbooks to the switch though i should ve just stuck with hdmi looking back because when i switch monitors no signal is sent back to the laptops that the monitor is gone though this isn t the fault of the switch just a result of using display port,TRUE,0
1,mic input will stop working after a while,tailgater was working aweslme for a year then the microphone stopped working bought new microphones tried everything and nothing get a horrible humming feedback noise when mic in we were really enjoying it until mic input messed up,TRUE,1
1,terrible product,after initially working with my microsd card for 5minutes the blue led stopped lighting up and my laptop couldn't pick up the device quality control much,TRUE,0
3,well built but small tilting is smooth panning jerks at start good w cell phones small cameras,this tripod fluid head is quite a bit smaller than i expected after viewing the amazon photos the videos on amazon will give you a better sense of its small size compared to professional fluid heads this head is tiny but if your looking for something very light weight for traveling this might do the job for you as long as you don't put a heavy camera on it br br if you're looking to shoot video with this head which is what most people need a fluid head for it is really only effective with lighter cameras like iphones or small not full sized dslrs and mirrorless cameras whose weight can be centered over the middle of the head if you put anything heavy on it the smooth action of the fluid in the head is greatly reduced and you will be fighting the weight of your camera tipping forward while you try and smoothly pan or tilt br br it worked fine with my iphone giving me a smooth steady shot when tilting it's a different story with panning as it doesn't feel as dampened and there's a tiny jerk when you start to pan no matter how careful i was trying to be br br it has another drawback in that the tightening knob on the very bottom for the built in leveling ball extends deeper than the bottom of the head in other words when you turn the knob it will hit the top of the tripod you have it mounted on preventing you from tightening it unless the top of your tripod is no larger than 1 in diameter the top of most of my tripods is larger than that which required me to find a short 20 to 16 extender to enable the knob to turn when mounted on one of my tripods br br the build quality is excellent and its all made of aluminum br br i will definitely use it with my iphone just not with my full sized cameras,FALSE,0
3,ok keyboard trackpad not great,keyboard works fine nothing special does its job the trackpad is not great though i prefer to use a mouse,TRUE,0
1,10 for 4 pieces of thin plastic really,stretched out extremely quickly and does not cushion or even fill in spots where sound would escape not worth the money,TRUE,0
3,three stars,buds don't stay in the ear very well,TRUE,0
5,cuando van a tener disponibles,me gusto mucho tengo uno desde casi un a o y me a funcionado muy bien br br pero quiero comprar otras pero parese que no estan disponibles d jenme saber cuando van a tener porque quiero comprar mas lo recomiendo br br talvez en la noche se vea borroso con el night view pero con una vuena lus no se nesesota por que lo importante es que la cubra del tiempo de afuera yo vivo en un lugar que cai nieve se pone caliente y acabo de quitarle la cubierta fasil de limpiar y la camara paresia nueva buen producto,FALSE,0
1,very poor customer support and goes off line with any power outage than have to do a new set up,this printer is the worst printer i have every used without a keypad or touch screen it is very hard to set up it goes off line every time we have a power outage or power flicker and i have to spend 30 min to get it back on line the instructions are not easy to follow my last 2 hp printers worked great my last one died from lack of use and the print head dried up i would not recommend this print to anyone i may have to buy another printer but it wont be an hp at this rate,TRUE,0
3,this does have the best reception and noise cancelling over anything else i've used,item performs as advertised the problem is that it's quite cumbersome for me the thing wants to slide around on my head and won't stay in one position i've taken to removing it after turning it off and set aside when i get a call i just call them back when i can this does have the best reception and noise cancelling over anything else i've used br i've noticed that other drivers i see using these are either artificially or naturally bald maybe that keeps the thing from sliding i've got a full head of hair and no i'm not gonna shave my head,TRUE,0
2,dont waste your money,very cheap material dont waste you money it is not worth it so disapointed on this buy it broke really fast after one use,FALSE,1
2,makes my mac look shiny and pretty until you notice the cracks,haven't dropped my macbook once yet within a week it looked like all i do is drop it this was another lesson for me in you get what you paid for too bad too many expensive things are also as cheap as this product i would not recommend others to purchase,TRUE,1
1,one star,it didn t work as i expected,TRUE,1
1,don't buy i just returned mine,i just got my kindle fire today i was so excited about it what can be wrong with a 199 tablet right well apparently a lot the bottom line is that this is a half baked product that is pretty much a front end for the amazon store content why do i need it then i bought it for the ability to run apps and have a tablet use a browser email and so on not just to be tied to amazon but hey i could have still lived with that br br the product is just half baked and made on the cheap the user interface is sluggish at best opening content or apps is hard tap on the icon and it sometimes open up and sometimes it thinks you were scrolling yes i have fat fingers but i gave the device to a friend and she had the same problem it's just hard to use the device's touch screen br br security wise this is a one click buy whatever from the owner amazon account and bill the owner credit card device how can you share it the device also shows all your history everything you bought content and other products on amazon so make sure there is nothing there you do not want someone to see when you hand out the device want to give your kid the device to play angry birds on they can see everything you bought no parental control and they can choose to buy some more stuff too want to show it off to your boss make sure you do not have any of those how to perfect your interview skills books you ordered on the devices carousel bottom line do not share this device there is no privacy at all br br apps yes there is an app store and you can install apps the app store is not as good as apple's or android market i guess that will improve over time but it appears as apps are secondary entities in this device the homepage when you turn this device on is all about a big carousel of latest content including latest ran apps br br web browsing it's just ok not as super fast as hyped by amazon some websites are not fit well to the screen although the fit to page option was enabled and for some reason some sites let you zoom in while others refuse and stay at a small font hard to read unless you have 20 20 vision format br br the screen itself feels smaller than i imagined but i guess this is something you can know upfront when buying the device br br speakers are located on the device's left side when in landscape mode which means that when playing a video clip you only hear sound from the left side yes you can use a headset but sometimes you might now want to br br that's the list for now after holding the device in my hands and playing with it it's just a half baked device good intention and an amazing price point but it's not a good tablet nor is it a good e reader mine is on the way back to amazon while i am back reading my books on the old e ink screen kindle and doing my other stuff on my other android ios devices br br disappointing indeed,TRUE,1
3,works,got my phone working again that's all i could ask for dropped two stars because i need another pair of batteries but see the price has gone up to 24 95 that's super expensive,TRUE,0
1,not good,what a complete piece of junk and yes it was connected in the usp 3 0 slot it you like to watch oil paint dry or have nothing else to do with your time buy this drive,TRUE,0
3,i'm not satisfy with the ac87u,although it's not bad it can do the job but there are few issues br br samba drive transfer speed over wifi is terrible i can get only 3mbyte s with my laptop just 1 meter next to the router then i tested transfering files with my iphone ipad all connected at 802 11n all devices are the same just around 2 3mbyte s br br bring it to the company with domain network setup it as ap mode and doing file transfer again usually my laptop could download files from server at 110mbyte s with 1ghz wired then i tried wifi at 2 4ghz download speed is 8 10mbytes s and at 5ghz speed drops to 3 4mbyte s sometimes even stop the copy process get hold for a several seconds all tests was done just 1 meter next to the router my laptop is sony vaio z with intel 802 11n chip dual band br br so for this router it works well with new devices like iphone ipad 2 4 years old both 2 4ghz and 5ghz speed are okay but i doesn't want to let my old laptop to connect at 5ghz i was forced to run 2 4ghz at work crazy,FALSE,0
2,customer experience sucks,i have owned this unit for several years and have to say that the experience has been an ongoing marathon of annoyance and inconvenience adding a course to the unit is made as difficult as possible because it cannot ever be done without first installing the never ending stream of new software or updates what should take 5 minutes always takes 30 or more further the company annoys the crap out of me with renewal notices that begin long before subscription renewal is actually due there has to be a better way and i will buy something different next time if you don't have a life and have the free time to screw around with the thing perhaps it's for you otherwise be prepared to spend a lot of time in non productive maintenance of their revenue stream,FALSE,0
1,don't bother,bought 2 of these and both were not able to charge after a couple of weeks would not recommend these to anyone,TRUE,0
1,works as well as the original,i bought the manfrotto 3265 head 15 years ago for use with my 10x70 binoculars i now have a dslr and added this plate to it so i can swap out instruments quickly this qr plate works as well as the original i couldn't be more pleased and the price makes it even a better deal br br update 5 7 14 this plate will sit on the manfrotto 3265 ball head but it will not lock i dropped my nikon d80 off of the head because it won't lock like the original now i have to replace the 72mm uv filter that cracked in the fall,TRUE,1
5,perfect alt,this is the perfect alternative to a laptop wife loves it for the compact size weight and ease of use,TRUE,0
1,worked only 3x s junk,used the earphones 3 times and it doesn t work started good ended badminton,TRUE,1
1,ate two of my vhs tapes,i was so excited to inbox this vcr i ve been wanting one for a long time since i grew up with it i put in vhs tape and it didn t sound right i went to eject and the film was stuck in and torn i thought maybe it was the vhs tape so i tried another and the same thing happened this time the tape did not tear but it is mangled very disappointing and i am returning this,TRUE,0
4,updated,the seller read my original review and asked if they could try again they sent me another set of batteries without any hassle or fees and i've now tried three of the four batteries and they all work as well as the original batteries that came in my motorola radios with the other reviews being mostly positive i'm inclined to think this was a simple error and the seller fixed it immediately and completely which is as much as one could expect i will buy more in a year or so after i wear these out br br original review one was doa and wouldn't take a charge one took a charge but only worked about a tenth as long as the original battery one worked nearly as well as the original battery for about two weeks meaning charge it for 14 hours and it will work for about ten if you're careful not to transmit very much and now won't take a charge at all anymore i haven't tried the fourth yet but i don't think i'll bother bought from main page seller not a random seller from the back page so i'm talking about the batteries you're probably going to get and my advice is don't bother buying regular amazon aas makes more sense than paying this much for two weeks worth of recharging,TRUE,0
3,good but,this is a good portable drive works fairly fast pretty reliable but it gets warm really fast you can put a piece of toast on it to keep it warm it's bulkier than other portable drives nice that it has multiple connections usb and firewire,TRUE,0
3,disappointed with the battery life,i don t use the bluetooth i just read and the battery barely lasts for two books 8 hours 10 hours then i have to recharge it i m going to bring my old kindle on my next vacation this one is a disappointment i ll keep it for pool reading since it is waterproof,TRUE,0
4,the smallest earbuds case in the industry,want to save space and remain compact these earbuds come with a case that is just a few millimeters larger that the size of the actual earbuds when you see the case your brain doesn't even believe there are regular sized earbuds inside also this case has a leather like finish so that's a nice touch something different br br the audio quality of these is just ok they are not the worst i ever heard but they will not blow you away in that department br br erogonomics are good they fit nicely in your ears br br connectivity was quick and zero problems with iphone 12 pro br br overall this is certainly a good product for 20 especially if you just need them for podcasts and phone calls and have no more room left in your bag these will literally take almost no space you can carry them in the smallest pocket of your clothing and still have room to spare,FALSE,0
3,convenient,we are not finding it very easy to adjust once it is the level and angle we want its fine we found it took two of us to adjust it if we decide to change or adjust the computers use setting,TRUE,0
1,annoyed,for the price i paid i'm disappointed at how often the signal gets dropped i constantly have to reconnect devices manually very annoying,TRUE,0
3,it's okay navigation flip phone,navigation is quirky it's like having a flip phone the product itself is decent sound is good a touch screen would be better bluetooth connection is difficult to connect can only have one bluetooth device active connected at a time,TRUE,0
2,ring is too small,the device is fine for a 10 yr old or younger for an adult the ring is far to tight it reminded me of some of the neck rings that slaves were attached with,TRUE,0
1,poor product quality,this headphones are less than 1 year old and the left ear seam has already came apart this is not the quality you will expect for such expensive headphones,TRUE,0
1,not impressed feels cheap looks cheap doesn t work,upon unboxing the disappointment started this item looks and feels cheap upon hooking up to my 2002 4runner it shuts off every couple min seems to freeze don t waste your time,TRUE,1
5,initial setup was a little confusing but after that it's great get one you'll be glad,this is exactly what i was looking for needed to get rid of the different remotes for the cable tuner tv and other devices it works like a champ instead of using 3 remotes to watch tv i now press one button and the tuner tv and cable box turn on and i'm presented with a great screen to control everything volume channels favorites etc br it was a little difficult to set up you will have to go to logitech and set up a harmony account then download a program to 34 talk 34 to the device took me a couple of trys to get it to work on my phone after the tablet went fine once it found the device i was able to set up my network password and then it steps you through all of your components be sure to have the brand and model number handy when you go through the set up process br after setup it worked perfectly since it's on the network i can control the devices from anywhere i have network access br the cost was inexpensive 100 for the smart control version and there doesn't seem to be anything else on the market that does everything this unit does and at this price br i highly recommend just get through the setup process and then it's easy street from there on,TRUE,0
1,horrible,this broke in a month not worth the money,TRUE,1
3,the border is a little to large for the screen,the border is a little to large for the screen but does seem to offer some protection for the tablet,TRUE,0
3,good sound poor bass and volume,they're alright soundstage isn't great which is expected for bluetooth headphones but the bass is severely lacking and gets drowned out by highs and mids in even some bassier and warmer mixed songs volume isn't amazing on these either but the noise cancellation can definitely help expected a bit more but considering i got them for over 50 off i got my money's worth otherwise the list price for these just don't compete with some similarly priced sony bose or sennheiser headphones,TRUE,0
5,these have been great,i bought 5 of these for an office i needed to hard wire 5 printers because i didn't want to go off of wireless we only had one cat5 port in our walls that were already being used by pc's this was a super cheap and easy fix to the problem haven't had one problem with any of them,TRUE,0
2,white noise hiss,bought a pair of these for my bedroom so i could listen to soothing music when going to sleep unfortunately both speakers had a hiss that overpowers the music at lower volumes and when not playing music at all returned and will look for a better quality speaker unfortunate as i liked the illumination they provided during playback,TRUE,1
5,great backdrop,great backdrop it arrived exactly on the day it said it would and was super easy to steam out wrinkles,TRUE,0
1,does not last,i ordered two so that we have a back up my sons life depends on it working in less than three months both of the probes have quit working this is an incredibly poor quality product,TRUE,1
2,not great,while this product does technically fit the brother label maker it is off just enough to make it very prone to jams and wrinkling i was so excited to find a white ink on clear tape but i will not order this product again,TRUE,0
2,great product for video probably but not so much for stills,i ordered this a couple of weeks ago received it and am now returning it because it doesn't meet my need for a monopod my requirements are use for video use for stills lightweight sturdy this product meets three out of four the ball in the foot allows it to swivel and tip as required for video it is not light but is decently portable it is built like a tank br br so why don't i like it the ball in the base has no locking mechanism one of the primary things i do with a camera support is take night panorama and hdr shots which require a stable platform i tried to do this with this monopod and it just won't keep still the swiveling base is great for video i suppose but it makes this monopod unusable for photographs of any kind that require a fixed support br br some of the reviews here mentioned this but i guess i learn by doing well they are right this monopod is well made and might be great for video but i also need it to use as a portable platform for taking stills one other comment as many of the reviews here say the ball joint is stiff creaky jerky i suppose with work it might be usable for pans and tilts while shooting video but out of the box it was unusable br br i also have a manfrotto tripod with manfrotto head and they are great this product has the same high quality but evidently it is not intended for still photography i am sending it back and ordering a sirui monopod that also has a swivel in the base but has a locking mechanism to keep it still when you want to i hate to go outside the mafrotto family but it appears i will have to in order to meet my requirements,TRUE,1
5,five stars,good,TRUE,0
5,five stars,shipped in a timely manner works as advertised,TRUE,0
3,components can be felt through the band and can be uncomfortable,the sound is great the control unit that is inside the headband sort of dug into my head so i had to do a little surgery on the unit can't wash it as far as i can tell,TRUE,0
1,cheaply made,these are horrible they are very cheaply made and the connectors don't fully connect i couldn't even use them if i wanted to,TRUE,0
4,good prdocut,nice product but tough to install because of the size recomendado every precaution to prevent dust when installing,TRUE,0
4,four stars,good durable keyboard very comfortable with the ergonomic design,TRUE,0
2,good but better for children,this mouse works good the only thing is the size if your hands are big or you're older than ten you may feel uncomfortable while using it it has a good battery life though,TRUE,0
1,cheap feeling and extremely short cord,fees like it is made out of really cheap materials and feels like it will break under repeated heavy use extremely hard to insert remove cords usb drives from the slots and you also need to buy a separate usb cord just top power it if you plan on having a phone or multiple usbs plugged in at the same time also the cord is tiny the device looks bigger in the picture its about 6 inches long with about a 2 3 inch cable which sucks if you plan to use this with a desktop like i did,TRUE,1
1,received as gift doesn't work,charged per instructions light goes from red to blue but will not power on at all once unplugged or while plugged in fortunately it was a gift so i am not out any complete bust,FALSE,1
5,reliable,great,TRUE,0
3,not what i hoped,made very little difference,TRUE,0
3,nice concept doesn't really work,easy set up cheaply built br br i have a compact car with tinted windows and use a windshield screen so you think it would doa,TRUE,0
5,five stars,great product and merchant i couldn't be happier with the results of my purchase,TRUE,0
3,works but is very sensitive to movement,works great so long as it is not moved on the least ordered the 1st one and it worked great for about a day then it would randomly become disconnected fit very loosely in usb port and the slightest movement od the antennae or wire would make it disconnect returned it and got a replacement same problem but better i have since upgraded form an xbox one to a one s and it is much better still disconnects sometimes but is not near as sensitive very large sticking out of the back wish xbox would just ad an internal tuner but until then this will do,TRUE,1
2,you get what you pay for,i bought 2 of these over the last year the price is good but you get what you pay for first one the microphone doesn t work and the second one the audio doesn t work,TRUE,1
